date,total,android,ios,credit_cnt_total,credit_cnt_android,credit_cnt_ios,has_amount_rate,has_amount_rate_android,has_amount_rate_ios
2016-04-30,8517,4110,4407,3958,2416,1542,0.549014653866,0.519867549669,0.594682230869
2016-04-29,11033,4602,6431,4691,2793,1898,0.550842037945,0.489795918367,0.640674394099
2016-04-28,11062,4717,6345,4750,2787,1963,0.563368421053,0.510226049516,0.638818135507
2016-04-27,11233,5010,6223,5184,3069,2115,0.550347222222,0.496904529163,0.627895981087
2016-04-26,11356,5068,6288,4921,2886,2035,0.560455192034,0.513167013167,0.627518427518
2016-04-25,11193,5071,6122,5093,2913,2180,0.553701158453,0.497768623412,0.628440366972
2016-04-24,10577,4694,5883,4630,2711,1919,0.564578833693,0.509406123202,0.642522146952
2016-04-23,10469,4755,5714,4576,2728,1848,0.564466783217,0.508431085044,0.647186147186
2016-04-22,11029,5170,5859,4983,2952,2031,0.557094120008,0.489837398374,0.654849827671
2016-04-21,11534,5220,6314,5274,3019,2255,0.5737580584,0.510765154025,0.658093126386
2016-04-20,10894,5049,5845,4835,2869,1966,0.555325749741,0.502265597769,0.632756866734
2016-04-19,10600,4735,5865,4513,2734,1779,0.563483270552,0.502926115582,0.656548622822
2016-04-18,9596,4522,5074,4508,2715,1793,0.548802129547,0.49650092081,0.627997769102
2016-04-17,8489,4116,4373,4108,2387,1721,0.568159688413,0.514453288647,0.642649622313
2016-04-16,8664,4260,4404,4072,2483,1589,0.550589390963,0.493354812727,0.640025173065
2016-04-15,9147,4375,4772,4370,2544,1826,0.556064073227,0.497641509434,0.637458926616
2016-04-14,9448,4191,5257,4266,2437,1829,0.562822315987,0.49692244563,0.650628758885
2016-04-13,9846,4351,5495,4649,2554,2095,0.576037857604,0.505481597494,0.662052505967
2016-04-12,9904,4446,5458,4645,2598,2047,0.576318622174,0.502694380293,0.669760625305
2016-04-11,10796,4451,6345,4843,2574,2269,0.583729093537,0.515151515152,0.661524900837
2016-04-10,9936,4255,5681,4321,2407,1914,0.582272622078,0.512255920233,0.670323928945
2016-04-09,10434,4209,6225,4410,2438,1972,0.577777777778,0.520508613618,0.648580121704
2016-04-08,10076,4528,5548,4551,2591,1960,0.580751483191,0.522964106523,0.657142857143
2016-04-07,10119,4562,5557,4472,2577,1895,0.568649373882,0.502134264649,0.659102902375
2016-04-06,10284,4828,5456,4570,2669,1901,0.584901531729,0.515174222555,0.682798527091
2016-04-05,9806,4604,5202,4312,2511,1801,0.598330241187,0.543608124253,0.674625208218
2016-04-04,9653,4622,5031,4044,2466,1578,0.580613254204,0.53203568532,0.656527249683
2016-04-03,9504,4686,4818,4142,2634,1508,0.572670207629,0.534927866363,0.638594164456
2016-04-02,9772,4683,5089,4305,2572,1733,0.585598141696,0.536936236392,0.65781881131
2016-04-01,9745,4891,4854,4616,2704,1912,0.478986135182,0.43676035503,0.53870292887
2016-03-31,9878,4925,4953,4626,2734,1892,0.558149589278,0.517922457937,0.616279069767
2016-03-30,10284,4994,5290,4650,2686,1964,0.548602150538,0.494415487714,0.622708757637
2016-03-29,9078,4482,4596,4390,2566,1824,0.552619589977,0.496492595479,0.631578947368
2016-03-28,8837,4273,4564,4065,2332,1733,0.553751537515,0.490137221269,0.63935372187
2016-03-27,8885,4449,4436,3937,2409,1528,0.554737109474,0.501867995019,0.638089005236
2016-03-26,8163,4294,3869,3862,2369,1493,0.559554634904,0.509497678345,0.638981915606
2016-03-25,9658,4323,5335,4156,2391,1765,0.561597690087,0.506064408197,0.636827195467
2016-03-24,8696,4423,4273,4224,2513,1711,0.563920454545,0.4990051731,0.659263588545
2016-03-23,7838,4341,3497,4059,2484,1575,0.572554816457,0.492753623188,0.698412698413
2016-03-22,8933,4149,4784,4151,2340,1811,0.585160202361,0.484188034188,0.715626725566
2016-03-21,8991,4232,4759,4290,2368,1922,0.594405594406,0.497466216216,0.71383975026
2016-03-20,9259,4201,5058,3907,2291,1616,0.606603532122,0.534264513313,0.709158415842
2016-03-19,9043,4329,4714,4107,2435,1672,0.606768931093,0.515811088296,0.739234449761
2016-03-18,9282,3962,5320,3944,2177,1767,0.613843813387,0.530087276068,0.717034521788
2016-03-17,8849,3740,5109,3917,2118,1799,0.627265764616,0.530217186025,0.741523068371
2016-03-16,9557,3960,5597,4077,2205,1872,0.597988717194,0.496145124717,0.717948717949
2016-03-15,8999,3964,5035,3994,2237,1757,0.622433650476,0.534197586053,0.734775184974
2016-03-14,8388,4006,4382,3961,2259,1702,0.605402676092,0.505533421868,0.737955346651
2016-03-13,7357,3637,3720,3527,2000,1527,0.597108023816,0.519,0.699410609037
2016-03-12,7198,3467,3731,3490,1868,1622,0.607736389685,0.494111349036,0.73859432799
2016-03-11,7873,3473,4400,3665,2009,1656,0.608458390177,0.51368840219,0.723429951691
2016-03-10,8775,3494,5281,3764,1940,1824,0.604410201913,0.499484536082,0.71600877193
2016-03-09,8377,3580,4797,3762,1983,1779,0.612174375332,0.50378214826,0.732996065205
2016-03-08,7311,3557,3754,3780,1938,1842,0.617724867725,0.521155830753,0.719326818675
2016-03-07,8622,3747,4875,4000,2053,1947,0.63,0.526546517292,0.739085772984
2016-03-06,6191,3202,2989,3088,1783,1305,0.631476683938,0.546831183399,0.747126436782
2016-03-05,5637,3107,2530,2944,1659,1285,0.612432065217,0.521398432791,0.729961089494
2016-03-04,7755,3034,4721,2293,1232,1061,0.586567815089,0.476461038961,0.714420358153
2016-03-03,6368,3234,3134,1656,887,769,0.533212560386,0.454340473506,0.624187256177
2016-03-02,5606,3075,2531,1450,817,633,0.512413793103,0.43329253366,0.614533965245
2016-03-01,6347,3024,3323,1448,765,683,0.50138121547,0.41045751634,0.603221083455
2016-02-29,6760,3100,3660,1470,746,724,0.498639455782,0.412868632708,0.587016574586
2016-02-28,5511,2771,2740,1281,673,608,0.505074160812,0.426448736999,0.592105263158
2016-02-27,5523,2655,2868,1162,622,540,0.486230636833,0.395498392283,0.590740740741
2016-02-26,5528,2684,2844,1250,624,626,0.508,0.399038461538,0.61661341853
2016-02-25,5480,2405,3075,1279,583,696,0.526974198593,0.406518010292,0.627873563218
2016-02-24,5323,2362,2961,1155,549,606,0.470995670996,0.357012750455,0.574257425743
2016-02-23,5712,2078,3634,1085,486,599,0.499539170507,0.37037037037,0.604340567613
2016-02-22,7588,1846,5742,970,423,547,0.548453608247,0.394799054374,0.667276051188
2016-02-21,4336,1799,2537,846,412,434,0.497635933806,0.368932038835,0.619815668203
2016-02-20,4281,1929,2352,826,421,405,0.485472154964,0.399049881235,0.575308641975
2016-02-19,4721,2012,2709,876,433,443,0.474885844749,0.360277136259,0.58690744921
2016-02-18,4411,1943,2468,864,405,459,0.475694444444,0.333333333333,0.601307189542
2016-02-17,4248,1753,2495,782,354,428,0.482097186701,0.327683615819,0.609813084112
2016-02-16,3776,1587,2189,740,355,385,0.47972972973,0.369014084507,0.581818181818
2016-02-15,2838,1484,1354,582,296,286,0.475945017182,0.337837837838,0.618881118881
2016-02-14,2462,1243,1219,519,270,249,0.472061657033,0.392592592593,0.558232931727
2016-02-13,2137,1126,1011,405,210,195,0.432098765432,0.309523809524,0.564102564103
2016-02-12,2092,1204,888,419,236,183,0.470167064439,0.39406779661,0.568306010929
2016-02-11,1884,984,900,349,180,169,0.452722063037,0.372222222222,0.538461538462
2016-02-10,1737,847,890,338,186,152,0.473372781065,0.354838709677,0.618421052632
2016-02-09,817,492,325,196,97,99,0.433673469388,0.288659793814,0.575757575758
2016-02-08,946,584,362,198,112,86,0.505050505051,0.419642857143,0.616279069767
2016-02-07,1668,773,895,304,148,156,0.493421052632,0.358108108108,0.621794871795
2016-02-06,2820,1302,1518,567,299,268,0.446208112875,0.33779264214,0.567164179104
2016-02-05,3851,1827,2024,748,388,360,0.450534759358,0.329896907216,0.580555555556
2016-02-04,4407,2023,2384,891,416,475,0.469135802469,0.326923076923,0.593684210526
2016-02-03,4790,2288,2502,906,459,447,0.443708609272,0.350762527233,0.539149888143
2016-02-02,4970,2344,2626,961,438,523,0.448491155047,0.305936073059,0.567877629063
2016-02-01,4642,2219,2423,888,437,451,0.459459459459,0.370709382151,0.545454545455
2016-01-31,5446,2570,2876,1007,501,506,0.432969215492,0.295409181637,0.569169960474
2016-01-30,5960,2902,3058,1125,590,535,0.430222222222,0.315254237288,0.557009345794
2016-01-29,7116,3047,4069,1203,618,585,0.393183707398,0.2928802589,0.499145299145
2016-01-28,6555,2956,3599,1137,557,580,0.419525065963,0.319569120287,0.515517241379
2016-01-27,6803,2956,3847,1240,595,645,0.406451612903,0.314285714286,0.491472868217
2016-01-26,7049,2991,4058,1244,574,670,0.420418006431,0.341463414634,0.488059701493
2016-01-25,6464,2737,3727,1103,523,580,0.419764279238,0.313575525813,0.515517241379
2016-01-24,5348,2390,2958,989,457,532,0.389282103134,0.299781181619,0.466165413534
2016-01-23,6102,2581,3521,1046,509,537,0.4034416826,0.288801571709,0.512104283054
2016-01-22,5698,2569,3129,1013,506,507,0.414610069102,0.353754940711,0.475345167653
2016-01-21,7166,2892,4274,1181,560,621,0.40050804403,0.3125,0.479871175523
2016-01-20,7012,2883,4129,1161,583,578,0.403962101637,0.32590051458,0.482698961938
2016-01-19,7150,2808,4342,1156,566,590,0.413494809689,0.362190812721,0.462711864407
2016-01-18,6600,2685,3915,1055,509,546,0.39336492891,0.320235756385,0.461538461538
2016-01-17,9185,2465,6720,1039,473,566,0.423484119346,0.327695560254,0.503533568905
2016-01-16,9380,2484,6896,1125,501,624,0.409777777778,0.331337325349,0.472756410256
2016-01-15,9932,2781,7151,1175,540,635,0.388085106383,0.305555555556,0.458267716535
2016-01-14,10030,2830,7200,1237,561,676,0.4025869038,0.319073083779,0.471893491124
2016-01-13,9667,2871,6796,1208,556,652,0.418874172185,0.343525179856,0.483128834356
2016-01-12,6412,2799,3613,1102,566,536,0.384754990926,0.30035335689,0.473880597015
2016-01-11,6240,2757,3483,1067,537,530,0.403936269916,0.316573556797,0.492452830189
2016-01-10,5930,2433,3497,943,448,495,0.406150583245,0.279017857143,0.521212121212
2016-01-09,5946,2537,3409,1015,468,547,0.399014778325,0.320512820513,0.466179159049
2016-01-08,6757,2715,4042,1165,532,633,0.391416309013,0.313909774436,0.456556082148
2016-01-07,6809,2711,4098,1202,529,673,0.377703826955,0.298676748582,0.439821693908
2016-01-06,6591,2804,3787,1115,539,576,0.406278026906,0.326530612245,0.480902777778
2016-01-05,6496,2783,3713,1087,489,598,0.390064397424,0.321063394683,0.446488294314
2016-01-04,6244,2680,3564,1121,529,592,0.396074933095,0.328922495274,0.456081081081
2016-01-03,5457,2405,3052,909,432,477,0.394939493949,0.328703703704,0.454926624738
2016-01-02,5215,2212,3003,771,385,386,0.41504539559,0.324675324675,0.50518134715
2016-01-01,4968,2173,2795,739,358,381,0.378890392422,0.324022346369,0.430446194226
2015-12-31,4875,2062,2813,734,369,365,0.354223433243,0.322493224932,0.386301369863
2015-12-30,6089,2458,3631,973,450,523,0.368961973279,0.324444444444,0.407265774379
2015-12-29,6317,2507,3810,1010,444,566,0.390099009901,0.315315315315,0.448763250883
2015-12-28,6531,2554,3977,1063,464,599,0.359360301035,0.252155172414,0.442404006678
2015-12-27,6277,2297,3980,962,403,559,0.392931392931,0.322580645161,0.443649373882
2015-12-26,5316,2324,2992,876,403,473,0.375570776256,0.290322580645,0.448202959831
2015-12-25,5932,2342,3590,941,439,502,0.356004250797,0.24145785877,0.456175298805
2015-12-24,6119,2381,3738,1000,432,568,0.384,0.277777777778,0.464788732394
2015-12-23,6893,2731,4162,1071,481,590,0.384687208217,0.303534303534,0.450847457627
2015-12-22,5672,2427,3245,920,414,506,0.348913043478,0.272946859903,0.411067193676
2015-12-21,6475,2523,3952,981,501,480,0.359836901121,0.333333333333,0.3875
2015-12-20,6154,2237,3917,809,392,417,0.360939431397,0.285714285714,0.431654676259
2015-12-19,5395,2163,3232,786,394,392,0.324427480916,0.276649746193,0.372448979592
2015-12-18,5790,2332,3458,857,428,429,0.334889148191,0.289719626168,0.379953379953
2015-12-17,6140,2410,3730,842,416,426,0.314726840855,0.278846153846,0.349765258216
2015-12-16,5920,2547,3373,939,461,478,0.317358892439,0.253796095445,0.378661087866
2015-12-15,5806,2278,3528,916,418,498,0.32096069869,0.267942583732,0.36546184739
2015-12-14,5416,2275,3141,945,419,526,0.35873015873,0.298329355609,0.406844106464
2015-12-13,5234,2117,3117,871,394,477,0.334098737084,0.258883248731,0.396226415094
2015-12-12,5182,2136,3046,907,371,536,0.379272326351,0.283018867925,0.445895522388
2015-12-11,5889,2358,3531,971,411,560,0.358393408857,0.29197080292,0.407142857143
2015-12-10,6579,2380,4199,1051,412,639,0.349191246432,0.291262135922,0.386541471049
2015-12-09,6408,2468,3940,1039,443,596,0.327237728585,0.259593679458,0.377516778523
2015-12-08,5598,2258,3340,939,395,544,0.395101171459,0.303797468354,0.461397058824
2015-12-07,5453,2237,3216,875,399,476,0.354285714286,0.288220551378,0.409663865546
2015-12-06,5198,2068,3130,815,371,444,0.366871165644,0.309973045822,0.414414414414
2015-12-05,3863,2172,1691,740,344,396,0.325675675676,0.28488372093,0.361111111111
2015-12-04,5394,2261,3133,859,372,487,0.331781140861,0.255376344086,0.390143737166
2015-12-03,4511,2541,1970,930,445,485,0.323655913978,0.267415730337,0.375257731959
2015-12-02,5613,2524,3089,1023,479,544,0.323558162268,0.256784968685,0.382352941176
2015-12-01,5639,2486,3153,961,435,526,0.355879292404,0.264367816092,0.431558935361
2015-11-30,5280,2392,2888,890,399,491,0.333707865169,0.245614035088,0.405295315682
2015-11-29,3256,1887,1369,624,334,290,0.294871794872,0.224550898204,0.375862068966
2015-11-28,3824,2163,1661,715,334,381,0.331468531469,0.260479041916,0.393700787402
2015-11-27,5101,2198,2903,817,353,464,0.332925336597,0.249291784703,0.396551724138
2015-11-26,5402,2199,3203,852,396,456,0.31338028169,0.232323232323,0.383771929825
2015-11-25,5678,2503,3175,860,419,441,0.329069767442,0.288782816229,0.367346938776
2015-11-24,4997,2269,2728,813,363,450,0.30012300123,0.267217630854,0.326666666667
2015-11-23,5164,2382,2782,897,424,473,0.31884057971,0.235849056604,0.393234672304
2015-11-22,4050,2294,1756,797,407,390,0.299874529486,0.250614250614,0.351282051282
2015-11-21,4361,2401,1960,912,430,482,0.334429824561,0.26976744186,0.392116182573
2015-11-20,5393,2454,2939,930,437,493,0.304301075269,0.272311212815,0.332657200811
2015-11-19,5479,2520,2959,923,448,475,0.334777898158,0.305803571429,0.362105263158
2015-11-18,6443,2873,3570,1122,510,612,0.337789661319,0.276470588235,0.388888888889
2015-11-17,7278,2784,4494,1260,465,795,0.404761904762,0.279569892473,0.477987421384
2015-11-16,5567,2721,2846,892,432,460,0.304932735426,0.224537037037,0.380434782609
2015-11-15,4133,2480,1653,799,395,404,0.297872340426,0.26582278481,0.329207920792
2015-11-14,4183,2408,1775,778,363,415,0.318766066838,0.269972451791,0.361445783133
2015-11-13,5596,2472,3124,845,388,457,0.32426035503,0.244845360825,0.391684901532
2015-11-12,5238,2498,2740,820,390,430,0.337804878049,0.274358974359,0.395348837209
2015-11-11,5369,2549,2820,842,369,473,0.327790973872,0.241192411924,0.395348837209
2015-11-10,5565,2746,2819,913,423,490,0.335158817087,0.260047281324,0.4
2015-11-09,5862,2830,3032,891,383,508,0.329966329966,0.292428198433,0.358267716535
2015-11-08,4397,2131,2266,804,363,441,0.328358208955,0.278236914601,0.369614512472
2015-11-07,4483,2106,2377,727,322,405,0.284731774415,0.23602484472,0.323456790123
2015-11-06,4679,1910,2769,840,347,493,0.285714285714,0.265129682997,0.300202839757
2015-11-05,5053,2024,3029,828,383,445,0.306763285024,0.263707571802,0.343820224719
2015-11-04,5595,2106,3489,788,367,421,0.299492385787,0.239782016349,0.351543942993
2015-11-03,6605,2213,4392,812,393,419,0.293103448276,0.226463104326,0.355608591885
2015-11-02,3982,2179,1803,680,377,303,0.257352941176,0.222811671088,0.300330033003
2015-11-01,3100,2060,1040,557,328,229,0.290843806104,0.265243902439,0.327510917031
2015-10-31,2977,2010,967,584,366,218,0.28595890411,0.265027322404,0.321100917431
2015-10-30,3168,2052,1116,606,365,241,0.260726072607,0.230136986301,0.307053941909
2015-10-29,3040,1934,1106,593,330,263,0.310286677909,0.281818181818,0.346007604563
2015-10-28,3083,1895,1188,607,311,296,0.326194398682,0.286173633441,0.368243243243
2015-10-27,3240,2042,1198,688,377,311,0.299418604651,0.262599469496,0.344051446945
2015-10-26,3165,1992,1173,617,360,257,0.288492706645,0.269444444444,0.315175097276
2015-10-25,2921,1884,1037,586,343,243,0.30204778157,0.262390670554,0.358024691358
2015-10-24,2814,1840,974,542,317,225,0.309963099631,0.264984227129,0.373333333333
2015-10-23,2982,1851,1131,593,327,266,0.284991568297,0.250764525994,0.327067669173
2015-10-22,2758,1867,891,536,344,192,0.253731343284,0.226744186047,0.302083333333
2015-10-21,2737,1736,1001,514,307,207,0.270428015564,0.263843648208,0.280193236715
2015-10-20,2759,1708,1051,501,279,222,0.263473053892,0.243727598566,0.288288288288
2015-10-19,2659,1711,948,517,295,222,0.278529980658,0.250847457627,0.315315315315
2015-10-18,2460,1713,747,411,265,146,0.238442822384,0.241509433962,0.232876712329
2015-10-17,2402,1611,791,452,269,183,0.201327433628,0.193308550186,0.213114754098
2015-10-16,2423,1610,813,471,292,179,0.225053078556,0.219178082192,0.234636871508
2015-10-15,2313,1669,644,426,279,147,0.267605633803,0.254480286738,0.292517006803
2015-10-14,2208,1788,420,412,316,96,0.257281553398,0.243670886076,0.302083333333
2015-10-13,2495,2057,438,467,376,91,0.284796573876,0.284574468085,0.285714285714
2015-10-12,2244,1703,541,416,287,129,0.283653846154,0.250871080139,0.356589147287
2015-10-11,2652,1705,947,493,297,196,0.271805273834,0.252525252525,0.301020408163
2015-10-10,2976,1847,1129,557,314,243,0.256732495512,0.245222929936,0.271604938272
2015-10-09,3136,1967,1169,579,300,279,0.284974093264,0.256666666667,0.31541218638
2015-10-08,2985,1859,1126,564,320,244,0.278368794326,0.275,0.282786885246
2015-10-07,2917,1849,1068,548,313,235,0.253649635036,0.239616613419,0.272340425532
2015-10-06,2967,1874,1093,562,323,239,0.288256227758,0.294117647059,0.280334728033
2015-10-05,2833,1838,995,521,302,219,0.287907869482,0.307947019868,0.260273972603
2015-10-04,2471,1621,850,465,283,182,0.268817204301,0.247349823322,0.302197802198
2015-10-03,2490,1586,904,466,266,200,0.302575107296,0.304511278195,0.3
2015-10-02,2421,1587,834,452,275,177,0.283185840708,0.269090909091,0.305084745763
2015-10-01,2657,1755,902,450,251,199,0.273333333333,0.270916334661,0.276381909548
2015-09-30,2864,1848,1016,568,350,218,0.31338028169,0.328571428571,0.288990825688
2015-09-29,3319,2078,1241,637,364,273,0.274725274725,0.293956043956,0.249084249084
2015-09-28,2731,1590,1141,513,281,232,0.265107212476,0.20640569395,0.336206896552
2015-09-27,2263,1358,905,397,212,185,0.272040302267,0.27358490566,0.27027027027
2015-09-26,2841,1573,1268,526,242,284,0.250950570342,0.231404958678,0.267605633803
2015-09-25,2706,1459,1247,525,271,254,0.297142857143,0.261992619926,0.334645669291
2015-09-24,3045,1722,1323,545,302,243,0.280733944954,0.284768211921,0.275720164609
2015-09-23,2878,1683,1195,586,292,294,0.284982935154,0.291095890411,0.278911564626
2015-09-22,2940,1754,1186,563,320,243,0.259325044405,0.25625,0.263374485597
2015-09-21,2831,1739,1092,506,275,231,0.282608695652,0.276363636364,0.290043290043
2015-09-20,2617,1658,959,439,254,185,0.27562642369,0.291338582677,0.254054054054
2015-09-19,2551,1548,1003,507,270,237,0.248520710059,0.240740740741,0.257383966245
2015-09-18,2698,1586,1112,486,252,234,0.251028806584,0.222222222222,0.282051282051
2015-09-17,2775,1651,1124,502,261,241,0.241035856574,0.2030651341,0.282157676349
2015-09-16,2640,1631,1009,532,306,226,0.233082706767,0.222222222222,0.247787610619
2015-09-15,2827,1829,998,533,333,200,0.279549718574,0.267267267267,0.3
2015-09-14,2828,1860,968,523,303,220,0.246653919694,0.23102310231,0.268181818182
2015-09-13,2637,1668,969,490,269,221,0.236734693878,0.260223048327,0.20814479638
2015-09-12,2660,1778,882,494,297,197,0.230769230769,0.23569023569,0.223350253807
2015-09-11,2830,1838,992,530,308,222,0.209433962264,0.207792207792,0.211711711712
2015-09-10,3052,1952,1100,578,335,243,0.223183391003,0.2,0.255144032922
2015-09-09,2814,1777,1037,530,322,208,0.260377358491,0.254658385093,0.269230769231
2015-09-08,2724,1645,1079,515,287,228,0.267961165049,0.247386759582,0.293859649123
2015-09-07,2870,1815,1055,531,325,206,0.23352165725,0.209230769231,0.271844660194
2015-09-06,2515,1611,904,459,264,195,0.211328976035,0.200757575758,0.225641025641
2015-09-05,2297,1492,805,400,206,194,0.2275,0.21359223301,0.242268041237
2015-09-04,2294,1498,796,422,226,196,0.215639810427,0.150442477876,0.290816326531
2015-09-03,2220,1509,711,367,208,159,0.239782016349,0.235576923077,0.245283018868
2015-09-02,2746,1826,920,476,284,192,0.226890756303,0.19014084507,0.28125
2015-09-01,2633,1799,834,487,294,193,0.205338809035,0.224489795918,0.176165803109
2015-08-31,2320,1505,815,454,261,193,0.204845814978,0.164750957854,0.259067357513
2015-08-30,2139,1396,743,357,198,159,0.229691876751,0.262626262626,0.188679245283
2015-08-29,2251,1495,756,401,244,157,0.231920199501,0.22131147541,0.248407643312
2015-08-28,2269,1453,816,409,202,207,0.227383863081,0.217821782178,0.236714975845
2015-08-27,2513,1621,892,416,245,171,0.259615384615,0.265306122449,0.251461988304
2015-08-26,2392,1628,764,423,260,163,0.248226950355,0.230769230769,0.276073619632
2015-08-25,2253,1530,723,363,195,168,0.258953168044,0.276923076923,0.238095238095
2015-08-24,2420,1667,753,449,270,179,0.233853006682,0.255555555556,0.201117318436
2015-08-23,2070,1362,708,398,231,167,0.21608040201,0.207792207792,0.22754491018
2015-08-22,2141,1419,722,398,242,156,0.248743718593,0.227272727273,0.282051282051
2015-08-21,2181,1379,802,402,232,170,0.246268656716,0.211206896552,0.294117647059
2015-08-20,2039,1229,810,368,202,166,0.239130434783,0.227722772277,0.253012048193
2015-08-19,2208,1322,886,405,227,178,0.234567901235,0.237885462555,0.230337078652
2015-08-18,2299,1386,913,419,217,202,0.214797136038,0.221198156682,0.207920792079
2015-08-17,2290,1389,901,394,231,163,0.225888324873,0.212121212121,0.245398773006
2015-08-16,1613,1103,510,251,145,106,0.235059760956,0.248275862069,0.216981132075
2015-08-15,1692,1127,565,258,142,116,0.228682170543,0.19014084507,0.275862068966
2015-08-14,1458,931,527,272,149,123,0.25,0.241610738255,0.260162601626
2015-08-13,1587,988,599,282,154,128,0.258865248227,0.227272727273,0.296875
2015-08-12,1319,856,463,225,122,103,0.191111111111,0.188524590164,0.194174757282
2015-08-11,1711,964,747,342,178,164,0.195906432749,0.162921348315,0.231707317073
2015-08-10,2081,1155,926,388,177,211,0.231958762887,0.209039548023,0.251184834123
2015-08-09,1933,1044,889,369,170,199,0.189701897019,0.152941176471,0.221105527638
2015-08-08,2005,1022,983,406,195,211,0.246305418719,0.194871794872,0.293838862559
2015-08-07,2157,1084,1073,464,196,268,0.258620689655,0.255102040816,0.261194029851
2015-08-06,2095,1031,1064,409,165,244,0.256723716381,0.272727272727,0.245901639344
2015-08-05,1961,935,1026,439,193,246,0.209567198178,0.165803108808,0.243902439024
2015-08-04,1917,1000,917,371,172,199,0.231805929919,0.21511627907,0.246231155779
2015-08-03,1573,814,759,354,162,192,0.242937853107,0.228395061728,0.255208333333
2015-08-02,1099,627,472,209,99,110,0.191387559809,0.161616161616,0.218181818182
2015-08-01,1218,641,577,239,95,144,0.205020920502,0.178947368421,0.222222222222
2015-07-31,1280,720,560,237,116,121,0.20253164557,0.172413793103,0.231404958678
2015-07-30,1206,638,568,227,109,118,0.193832599119,0.201834862385,0.186440677966
2015-07-29,1551,782,769,306,137,169,0.179738562092,0.138686131387,0.213017751479
2015-07-28,1680,821,859,322,142,180,0.229813664596,0.225352112676,0.233333333333
2015-07-27,1660,787,873,339,143,196,0.230088495575,0.265734265734,0.204081632653
2015-07-26,1530,748,782,316,149,167,0.231012658228,0.181208053691,0.275449101796
2015-07-25,1554,792,762,281,112,169,0.245551601423,0.232142857143,0.254437869822
2015-07-24,1898,962,936,351,151,200,0.225071225071,0.152317880795,0.28
2015-07-23,1864,900,964,369,156,213,0.205962059621,0.211538461538,0.201877934272
2015-07-22,1725,900,825,336,170,166,0.205357142857,0.170588235294,0.240963855422
2015-07-21,1637,766,871,301,127,174,0.202657807309,0.157480314961,0.235632183908
2015-07-20,1458,763,695,289,112,177,0.18339100346,0.125,0.220338983051
2015-07-19,1393,711,682,318,143,175,0.207547169811,0.195804195804,0.217142857143
2015-07-18,1490,756,734,283,123,160,0.201413427562,0.154471544715,0.2375
2015-07-17,1518,774,744,305,130,175,0.209836065574,0.192307692308,0.222857142857
2015-07-16,1695,791,904,305,110,195,0.219672131148,0.127272727273,0.271794871795
2015-07-15,1774,777,997,348,135,213,0.209770114943,0.2,0.215962441315
2015-07-14,1651,788,863,348,142,206,0.155172413793,0.161971830986,0.150485436893
2015-07-13,1662,790,872,376,157,219,0.226063829787,0.191082802548,0.251141552511
2015-07-12,1421,662,759,303,113,190,0.16501650165,0.159292035398,0.168421052632
2015-07-11,1627,667,960,346,138,208,0.179190751445,0.130434782609,0.211538461538
2015-07-10,1860,753,1107,416,140,276,0.197115384615,0.178571428571,0.20652173913
2015-07-09,2020,843,1177,416,151,265,0.185096153846,0.165562913907,0.196226415094
2015-07-08,1950,819,1131,388,132,256,0.177835051546,0.128787878788,0.203125
2015-07-07,1925,789,1136,392,150,242,0.196428571429,0.146666666667,0.227272727273
2015-07-06,1786,700,1086,371,117,254,0.185983827493,0.128205128205,0.212598425197
2015-07-05,1607,697,910,304,107,197,0.197368421053,0.214953271028,0.187817258883
2015-07-04,1705,729,976,332,116,216,0.150602409639,0.137931034483,0.157407407407
2015-07-03,1729,756,973,345,124,221,0.214492753623,0.161290322581,0.244343891403
2015-07-02,1832,752,1080,364,121,243,0.197802197802,0.239669421488,0.17695473251
2015-07-01,1945,788,1157,364,132,232,0.162087912088,0.106060606061,0.193965517241
2015-06-30,1997,809,1188,393,142,251,0.167938931298,0.12676056338,0.191235059761
2015-06-29,2033,857,1176,432,161,271,0.208333333333,0.136645962733,0.250922509225
2015-06-28,1591,681,910,324,120,204,0.197530864198,0.116666666667,0.245098039216
2015-06-27,1650,681,969,303,104,199,0.260726072607,0.240384615385,0.27135678392
2015-06-26,1924,812,1112,392,152,240,0.19387755102,0.118421052632,0.241666666667
2015-06-25,1763,666,1097,353,118,235,0.277620396601,0.203389830508,0.314893617021
2015-06-24,1739,655,1084,351,101,250,0.239316239316,0.158415841584,0.272
2015-06-23,1062,410,652,232,72,160,0.185344827586,0.111111111111,0.21875
2015-06-22,1491,571,920,311,108,203,0.225080385852,0.138888888889,0.270935960591
2015-06-21,1338,555,783,276,107,169,0.173913043478,0.11214953271,0.213017751479
2015-06-20,1070,434,636,230,80,150,0.252173913043,0.1375,0.313333333333
2015-06-19,1223,501,722,259,93,166,0.250965250965,0.161290322581,0.301204819277
2015-06-18,1446,578,868,287,102,185,0.188153310105,0.166666666667,0.2
2015-06-17,1548,619,929,311,110,201,0.254019292605,0.218181818182,0.273631840796
2015-06-16,1603,552,1051,312,102,210,0.25,0.176470588235,0.285714285714
2015-06-15,1587,580,1007,297,93,204,0.232323232323,0.182795698925,0.254901960784
2015-06-14,1158,495,663,225,95,130,0.253333333333,0.178947368421,0.307692307692
2015-06-13,1174,508,666,203,77,126,0.187192118227,0.12987012987,0.222222222222
2015-06-12,1170,523,647,221,95,126,0.226244343891,0.189473684211,0.253968253968
